--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at http://bit.ly/pio-monitor-filters

12.22,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.22,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.22,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.22,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.22,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.22,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.22,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.22,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.22,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.22,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.21,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.21,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.21,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.21,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.21,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.21,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.21,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.21,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.21,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.21,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.21,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.20,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
12.20,62.50,0.00,-1432.62,17.59,31.46,13.92,81.60,0.00,-3993.60,27.15
